m_scalability_leafspine_40_2.log	0.22721455884463057	0.12555	1.99816	13.2192	1537942.91267954	283239.31361673004	11637.604980894932	271238.2474265116
m_scalability_dring_40_2.log	0.22079337972513688	0.120128	1.87727	12.424	1631593.7751965537	394915.4634086141	19893.954172066125	212332.31284004537
m_scalability_leafspine_40_3.log	0.2229539455316541	0.124577	1.89739	12.0238	1543174.8835550903	1213216.92794443	126832.01803833146	277921.54021322844
m_scalability_dring_40_3.log	0.22462217355596023	0.122896	1.94855	12.8253	1644567.535836723	28067303.757552415	7706.370171209858	229651.58175398142
m_scalability_leafspine_40_4.log	0.22528704354430526	0.124389	1.94582	12.9458	1541890.3561100205	570749.1082045183	8515.046797278024	177553.26261889804
m_scalability_dring_40_4.log	0.22454041356310592	0.123293	1.92802	13.2262	1628874.3059058243	313215.27526804	15459.027720847434	268227.7519831206
m_scalability_leafspine_40_5.log	0.2283453251834303	0.125926	2.04175	12.6097	1543590.287690876	283326.2501770789	14669.633857914117	289278.883615499
m_scalability_dring_40_5.log	0.22341165147198394	0.12113	2.00946	12.4034	1616170.9141539182	4458016.264410987	10490.904385897426	230499.47397424976
m_scalability_leafspine_60_2.log	0.24202804396140953	0.133526	2.36163	14.2507	1480751.9364745703	277893.0519326535	9796.549496404401	5879.538896004691
m_scalability_dring_60_2.log	0.22731700884268954	0.124161	1.9757	19.4288	1629140.4487024946	1202173.5297417731	18860.399644009958	99380.05156580434
m_scalability_leafspine_60_3.log	0.23822457028588773	0.133129	2.22722	14.4447	1482912.7366346323	333350.6181802019	16811.588788538233	244860.97310573174
m_scalability_dring_60_3.log	0.2291019510294578	0.125208	2.00299	12.986	1632837.4583010287	484656.48494018626	14181.238326739933	321375.1405464508
m_scalability_leafspine_60_4.log	0.2434111370268782	0.135501	2.38592	14.6211	1486119.1028762646	940768.0751447616	23982.64528577502	291622.39810897294
m_scalability_dring_60_4.log	0.2254657540994686	0.122812	1.95688	12.8376	1622261.9082324845	335366.8274298126	8593.604982915913	259993.99750985802
m_scalability_leafspine_60_5.log	0.24205940003274357	0.134223	2.36763	13.5061	1468377.6339514945	386029.41176470584	20652.586427543843	228738.14134661862
m_scalability_dring_60_5.log	0.2235367186832044	0.12331	1.85913	12.5606	1622973.735360415	337976.4864930111	8083.06371825242	158736.3143639844
m_scalability_leafspine_80_2.log	0.24113986946796218	0.134546	2.25254	19.2125	1449526.2370437211	2322015.6570198587	29657.194605921202	237742.96106458118
m_scalability_dring_80_2.log	0.22815526548567788	0.124962	1.97139	12.857	1590170.224506152	357100.34519700037	14529.121314784114	169120.55977390672
m_scalability_leafspine_80_3.log	0.24346815762537893	0.135823	2.35619	14.0789	1438642.3325478204	295741.3249211356	6949.759723640487	113213.0103271885
m_scalability_dring_80_3.log	0.22719209159375195	0.124587	1.95645	13.4263	1591586.9714883317	404826.16288299725	9160.941955429384	314546.3405719855
m_scalability_leafspine_80_4.log	0.23852860964874287	0.133247	2.22094	13.7761	1458245.7044825605	279508.6610417101	14631.318900850305	262489.9879030796
m_scalability_dring_80_4.log	0.2263576492252099	0.124988	1.94472	12.5995	1589980.4825828231	357239.2550370735	27151.14835433873	244436.76273603248
m_scalability_leafspine_80_5.log	0.23894914052929078	0.133063	2.23358	13.7988	1463840.5031439364	334527.7211971632	8708.220560208836	268223.06550074246
m_scalability_dring_80_5.log	0.22628335137287175	0.125161	1.92925	12.9639	1580794.8446802662	485456.0524134665	10615.565843903241	235294.48599974325
m_scalability_leafspine_100_2.log	0.24151079876633777	0.134553	2.29006	19.4573	1446411.1797747845	265351.7015677863	10195.271598361409	213981.58263453667
m_scalability_dring_100_2.log	0.22885061333998757	0.125482	1.98994	12.8507	1585294.0256633009	306869.1478479817	47166.07873923927	160031.3823363161
m_scalability_leafspine_100_3.log	0.24330711750616127	0.135188	2.3594	14.4282	1444079.2302123357	470761.68510787375	7670.861834552736	163377.44100128175
m_scalability_dring_100_3.log	0.22922647620083392	0.125434	2.02104	12.9256	1582115.6558682825	580440.344947405	56196.23684045292	78486.23311501321
m_scalability_leafspine_100_4.log	0.2413433480385732	0.134821	2.2941	14.3384	1453079.8763861088	1012606.2135865339	7870.765528145857	116564.35950704556
