m_scalability_dring_100_4.log	0.22873603727191338	0.125615	1.99478	14.1566	1583767.5300112183	330818.0658170419	7701.3749093484	150618.76866974434
m_scalability_leafspine_100_5.log	0.24159475124772994	0.134948	2.32159	13.5793	1452159.9095442432	4505986.054466518	7096.274543473004	264992.1243033971
m_scalability_dring_100_5.log	0.2293915528928108	0.125749	2.01312	13.507	1576460.390992069	414423.5171531868	109341.24378142323	305477.8821911529
m_scalability_leafspine_120_2.log	0.23211101820317143	0.129195	2.08723	13.3644	1487152.0959361587	919293.6760255869	10328.164382647014	289712.0832784293
m_scalability_dring_120_2.log	0.21832771543592477	0.119458	1.8153	12.5076	1633743.954258124	297934.3220338983	16573.520909616494	63623.567643141214
m_scalability_leafspine_120_3.log	0.23435981016342877	0.130022	2.15908	13.3488	1488081.7157670301	75489197.36662056	99227.61712840176	152981.45310534872
m_scalability_dring_120_3.log	0.21815031070171223	0.119289	1.79141	12.7837	1641864.301061917	324227.2583675573	57978.300708713774	147934.5577634301
m_scalability_leafspine_120_4.log	0.2349513839447474	0.12999	2.15649	14.4333	1492261.1295125228	1374213.644414585	36609.46726776304	289843.6848553267
m_scalability_dring_120_4.log	0.21836587916465755	0.119632	1.81035	12.8653	1631774.8912729155	1392561.4011820194	13091.094066368105	145973.92054391393
m_scalability_leafspine_120_5.log	0.23388964520143077	0.129613	2.14214	14.0009	1489341.284723211	447850.3184713376	8374.854643327455	206144.21036285523
m_scalability_dring_120_5.log	0.21924006770604512	0.120023	1.80749	12.6068	1641922.0403696136	4537490.081988892	21643.31811742484	157137.1451419432
