m_dring_prv1_2_1.log	0.07874833468788979	0.0548896	0.38933	6.97206
m_dring_prv1_2_2.log	0.07581456292336695	0.0548896	0.377564	4.95036
m_dring_prv1_2_3.log	0.07692735946912091	0.0548896	0.389791	6.19032
m_dring_prv1_2_4.log	0.07753955568394107	0.0548896	0.379807	6.89383
m_dring_prv1_2_5.log	0.07682402299253768	0.0548896	0.376859	6.50154
m_dring_prv1_4_1.log	0.08946850329677315	0.0575879	0.471442	10.1063
m_dring_prv1_4_2.log	0.08894060684768491	0.0576873	0.455704	9.21095
m_dring_prv1_4_3.log	0.0929560328881472	0.0578699	0.488422	10.4084
m_dring_prv1_4_4.log	0.09204672305659958	0.0580161	0.486855	9.29051
m_dring_prv1_4_5.log	0.09436232083699622	0.0581245	0.501369	10.5879
m_dring_prv1_6_1.log	0.1035678499369181	0.0611594	0.564086	11.1091
m_dring_prv1_6_2.log	0.1038166515259154	0.0616984	0.567029	10.5808
m_dring_prv1_6_3.log	0.10512329727013033	0.0618345	0.568207	10.9743
m_dring_prv1_6_4.log	0.10340986333351958	0.0614573	0.558714	10.9977
m_dring_prv1_6_5.log	0.1028043563771999	0.0611636	0.54329	10.9755
m_dring_prv1_8_1.log	0.1274662613205456	0.0712425	0.733591	11.9246
m_dring_prv1_8_2.log	0.1270428901215339	0.0709898	0.707239	11.5399
m_dring_prv1_8_3.log	0.12818115660053006	0.0705427	0.713871	12.2043
m_dring_prv1_8_4.log	0.12481489413746825	0.0710285	0.710953	11.537
m_dring_prv1_8_5.log	0.12749299775254933	0.0711224	0.732285	11.6492
m_dring_prv1_10_1.log	0.1439872057273943	0.07648	0.863323	13.353
m_dring_prv1_10_2.log	0.1499342262327806	0.0774721	0.93949	14.4664
m_dring_prv1_10_3.log	0.14605047018519252	0.0771688	0.87985	14.0123
m_dring_prv1_10_4.log	0.1437176260480174	0.0762176	0.845385	13.4848
m_dring_prv1_10_5.log	0.14765282284773332	0.0773034	0.897381	13.545
m_dring_prv1_12_1.log	0.1969623280858757	0.0890914	1.5019	23.4031
m_dring_prv1_12_2.log	0.18938065495077758	0.0874654	1.36714	20.2564
m_dring_prv1_12_3.log	0.1979495733618276	0.0893002	1.57211	21.3772
m_dring_prv1_12_4.log	0.1949018059434207	0.0888437	1.47037	21.6549
m_dring_prv1_12_5.log	0.20182855655904952	0.0898833	1.64989	23.0823
m_dring_prv1_14_1.log	0.2310874303867583	0.0986508	2.26659	25.797
m_dring_prv1_14_2.log	0.24121122293661945	0.100834	2.64931	25.5349
m_dring_prv1_14_3.log	0.2435594476600572	0.100076	2.60166	27.9944
m_dring_prv1_14_4.log	0.23822867120597238	0.100835	2.42136	24.4234
m_dring_prv1_14_5.log	0.24286657455935587	0.0999589	2.56334	27.9512
m_dring_prv1_16_1.log	0.3386324562592174	0.122512	5.96938	48.1237
m_dring_prv1_16_2.log	0.31976537883733347	0.120357	5.39186	40.3513
m_dring_prv1_16_3.log	0.3392153254870972	0.122197	5.99533	44.111
m_dring_prv1_16_4.log	0.3310944341528829	0.120401	5.55505	44.51
m_dring_prv1_16_5.log	0.33935650817880353	0.121618	5.92929	47.0457
m_dring_prv1_18_1.log	0.41026551296702723	0.138414	7.77367	57.4714
m_dring_prv1_18_2.log	0.4282788225415664	0.142387	8.53366	53.7347
m_dring_prv1_18_3.log	0.43152249512169194	0.13947	8.44926	60.8604
m_dring_prv1_18_4.log	0.43193216481769253	0.140271	8.31887	58.8684
m_dring_prv1_18_5.log	0.4443899200886867	0.143147	8.6761	57.0087
